title, date, text, link
"Actualização - Contratualização 2023", "18/04/2023", "A Contratualização dos CSP de 2023 já saíu. Os scrappers que,, extraem a informação relevante do documento da DGS já estão actualizadas. A informação neste site já se encontra actualizada", "https://www.acss.min-saude.pt/category/prestadores/normas-e-metodos/?lang=pt"
